"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","203","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue Apr 22 18:51:34 GMT 2025","passed","Tue Apr 22 18:51:35 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","111","Тест успешной авторизации пользователя (c моком)","tests.auth","Tue Apr 22 18:51:35 GMT 2025","passed","Tue Apr 22 18:51:35 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","71","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Tue Apr 22 18:51:35 GMT 2025","failed","Tue Apr 22 18:51:36 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, неверный пароль","161","Тест неуспешного входа: Неверный логин, неверный пароль","tests.auth","Tue Apr 22 18:51:34 GMT 2025","passed","Tue Apr 22 18:51:35 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный пароль","83","Тест неуспешного входа: Неверный пароль (c моком)","tests.auth","Tue Apr 22 18:51:36 GMT 2025","passed","Tue Apr 22 18:51:36 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","53","Тест успешного получения списка всех запросов помощи","tests.request","Tue Apr 22 18:51:36 GMT 2025","failed","Tue Apr 22 18:51:36 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","44","Тест удаления из избранного без аутентификации","tests.user","Tue Apr 22 18:51:37 GMT 2025","failed","Tue Apr 22 18:51:38 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","54","Тест неуспешного входа: Отсутствует поле login","tests.auth","Tue Apr 22 18:51:35 GMT 2025","failed","Tue Apr 22 18:51:35 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","53","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Tue Apr 22 18:51:36 GMT 2025","failed","Tue Apr 22 18:51:36 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","59","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Tue Apr 22 18:51:35 GMT 2025","failed","Tue Apr 22 18:51:35 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
