"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","125","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Mon May 05 22:04:41 GMT 2025","passed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","24","Тест удаления из избранного без аутентификации","tests.user","Mon May 05 22:04:42 GMT 2025","failed","Mon May 05 22:04:42 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","31","Тест успешного получения списка избранного","tests.user","Mon May 05 22:04:42 GMT 2025","failed","Mon May 05 22:04:42 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","35","Тест получения деталей несуществующего запроса","tests.request","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","28","Тест получения деталей запроса c некорректным ID","tests.request","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","38","Тест получения данных пользователя без аутентификации","tests.user","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","21","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Mon May 05 22:04:41 GMT 2025","passed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","35","Тест удаления несуществующего ID из избранного","tests.user","Mon May 05 22:04:42 GMT 2025","failed","Mon May 05 22:04:42 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","17","Тест получения списка избранного без аутентификации","tests.user","Mon May 05 22:04:42 GMT 2025","passed","Mon May 05 22:04:42 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","26","Тест внесения вклада в несуществующий запрос","tests.request","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","26","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем возможность внести вклад в существующий запрос.","28","Тест успешного внесения вклада в существующий запрос","tests.request","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","25","Тест неуспешного входа: Пустое тело запроса","tests.auth","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","26","Тест успешного получения списка всех запросов помощи","tests.request","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","72","Тест успешной авторизации пользователя","tests.auth","Mon May 05 22:04:41 GMT 2025","passed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","33","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, неверный пароль","34","Тест неуспешного входа: Неверный логин, неверный пароль","tests.auth","Mon May 05 22:04:41 GMT 2025","failed","Mon May 05 22:04:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
