"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","103","Тест успешной авторизации пользователя","tests.auth","Tue Apr 22 04:57:19 GMT 2025","passed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","118","Тест успешной авторизации пользователя (c моком)","tests.auth","Tue Apr 22 04:57:19 GMT 2025","passed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем возможность внести вклад в существующий запрос.","52","Тест успешного внесения вклада в существующий запрос","tests.request","Tue Apr 22 04:57:21 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","52","Тест удаления из избранного без аутентификации","tests.user","Tue Apr 22 04:57:21 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","90","Тест получения списка избранного без аутентификации","tests.user","Tue Apr 22 04:57:21 GMT 2025","passed","Tue Apr 22 04:57:21 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","40","Тест удаления несуществующего ID из избранного","tests.user","Tue Apr 22 04:57:22 GMT 2025","failed","Tue Apr 22 04:57:22 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем добавление запроса в избранное и  появление в списке.","40","Тест успешного добавления запроса в избранное","tests.user","Tue Apr 22 04:57:22 GMT 2025","failed","Tue Apr 22 04:57:22 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","73","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Tue Apr 22 04:57:19 GMT 2025","failed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Tue Apr 22 04:57:21 GMT 2025","skipped","Tue Apr 22 04:57:21 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","52","Тест успешного получения списка всех запросов помощи","tests.request","Tue Apr 22 04:57:20 GMT 2025","failed","Tue Apr 22 04:57:20 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","200","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue Apr 22 04:57:18 GMT 2025","passed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","63","Тест неуспешного входа: Неверный логин (c моком)","tests.auth","Tue Apr 22 04:57:20 GMT 2025","passed","Tue Apr 22 04:57:20 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, неверный пароль","167","Тест неуспешного входа: Неверный логин, неверный пароль","tests.auth","Tue Apr 22 04:57:18 GMT 2025","passed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверные логин и пароль","64","Тест неуспешного входа: Неверные логин и пароль (c моком)","tests.auth","Tue Apr 22 04:57:20 GMT 2025","passed","Tue Apr 22 04:57:20 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","68","Тест получения деталей несуществующего запроса","tests.request","Tue Apr 22 04:57:20 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","72","Тест неуспешного входа: Пустое тело запроса","tests.auth","Tue Apr 22 04:57:19 GMT 2025","failed","Tue Apr 22 04:57:20 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","96","Тест неуспешного входа: Отсутствует поле password","tests.auth","Tue Apr 22 04:57:19 GMT 2025","failed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный пароль","84","Тест неуспешного входа: Неверный пароль (c моком)","tests.auth","Tue Apr 22 04:57:20 GMT 2025","passed","Tue Apr 22 04:57:20 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","62","Тест неуспешного входа: Отсутствует поле login","tests.auth","Tue Apr 22 04:57:19 GMT 2025","failed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","48","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Tue Apr 22 04:57:19 GMT 2025","failed","Tue Apr 22 04:57:20 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","99","Тест внесения вклада в несуществующий запрос","tests.request","Tue Apr 22 04:57:21 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","53","Тест успешного получения списка избранного","tests.user","Tue Apr 22 04:57:21 GMT 2025","passed","Tue Apr 22 04:57:22 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","37","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Tue Apr 22 04:57:19 GMT 2025","passed","Tue Apr 22 04:57:19 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","55","Тест получения данных пользователя без аутентификации","tests.user","Tue Apr 22 04:57:21 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","56","Тест получения деталей запроса c некорректным ID","tests.request","Tue Apr 22 04:57:20 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","51","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Tue Apr 22 04:57:20 GMT 2025","failed","Tue Apr 22 04:57:20 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение данных профиля для аутентифицированного пользователя.","67","Тест успешного получения данных пользователя","tests.user","Tue Apr 22 04:57:21 GMT 2025","failed","Tue Apr 22 04:57:21 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","70","Тест успешного получения деталей существующего запроса","tests.request","Tue Apr 22 04:57:20 GMT 2025","failed","Tue Apr 22 04:57:20 GMT 2025","TestRequestAPI","test_request_api","",""
