"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем добавление запроса в избранное и  появление в списке.","49","Тест успешного добавления запроса в избранное","tests.user","Tue Apr 22 14:26:11 GMT 2025","failed","Tue Apr 22 14:26:11 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","101","Тест успешной авторизации пользователя","tests.auth","Tue Apr 22 14:26:07 GMT 2025","passed","Tue Apr 22 14:26:07 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","72","Тест неуспешного входа: Отсутствует поле password","tests.auth","Tue Apr 22 14:26:08 GMT 2025","failed","Tue Apr 22 14:26:08 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","48","Тест удаления из избранного без аутентификации","tests.user","Tue Apr 22 14:26:10 GMT 2025","failed","Tue Apr 22 14:26:11 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","38","Тест получения списка избранного без аутентификации","tests.user","Tue Apr 22 14:26:10 GMT 2025","passed","Tue Apr 22 14:26:10 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","65","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Tue Apr 22 14:26:08 GMT 2025","failed","Tue Apr 22 14:26:08 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","63","Тест неуспешного входа: Неверный логин (c моком)","tests.auth","Tue Apr 22 14:26:08 GMT 2025","passed","Tue Apr 22 14:26:08 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","52","Тест успешного получения деталей существующего запроса","tests.request","Tue Apr 22 14:26:09 GMT 2025","failed","Tue Apr 22 14:26:09 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","74","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Tue Apr 22 14:26:07 GMT 2025","failed","Tue Apr 22 14:26:08 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","79","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue Apr 22 14:26:07 GMT 2025","passed","Tue Apr 22 14:26:07 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
