"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем возможность внести вклад в существующий запрос.","55","Тест успешного внесения вклада в существующий запрос","tests.request","Tue Apr 22 18:38:19 GMT 2025","failed","Tue Apr 22 18:38:19 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем добавление запроса в избранное и  появление в списке.","38","Тест успешного добавления запроса в избранное","tests.user","Tue Apr 22 18:38:20 GMT 2025","failed","Tue Apr 22 18:38:20 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","54","Тест успешного получения списка всех запросов помощи","tests.request","Tue Apr 22 18:38:18 GMT 2025","failed","Tue Apr 22 18:38:18 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение данных профиля для аутентифицированного пользователя.","50","Тест успешного получения данных пользователя","tests.user","Tue Apr 22 18:38:19 GMT 2025","failed","Tue Apr 22 18:38:19 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","65","Тест неуспешного входа: Неверный логин (c моком)","tests.auth","Tue Apr 22 18:38:18 GMT 2025","passed","Tue Apr 22 18:38:18 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","42","Тест удаления из избранного без аутентификации","tests.user","Tue Apr 22 18:38:19 GMT 2025","failed","Tue Apr 22 18:38:19 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","56","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Tue Apr 22 18:38:17 GMT 2025","failed","Tue Apr 22 18:38:17 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","123","Тест успешного получения деталей существующего запроса","tests.request","Tue Apr 22 18:38:18 GMT 2025","failed","Tue Apr 22 18:38:18 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","37","Тест получения данных пользователя без аутентификации","tests.user","Tue Apr 22 18:38:19 GMT 2025","failed","Tue Apr 22 18:38:19 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","52","Тест получения деталей несуществующего запроса","tests.request","Tue Apr 22 18:38:18 GMT 2025","failed","Tue Apr 22 18:38:18 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, неверный пароль","184","Тест неуспешного входа: Неверный логин, неверный пароль","tests.auth","Tue Apr 22 18:38:16 GMT 2025","passed","Tue Apr 22 18:38:16 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверные логин и пароль","108","Тест неуспешного входа: Неверные логин и пароль (c моком)","tests.auth","Tue Apr 22 18:38:17 GMT 2025","passed","Tue Apr 22 18:38:17 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
