"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Verify API behavior with malformed payload.

Expected result: status code 400 Bad Request.
","23","test_login_malformed_payload[empty_pass_str_xfail]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","skipped","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Expected result: status code 400 Bad Request.
","23","test_login_malformed_payload[empty_payload_400]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Expected result: status code 400 Bad Request.
","27","test_login_malformed_payload[empty_login_str_400]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Expected result: status code 400 Bad Request.
","24","test_login_malformed_payload[missing_login_400]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify unsuccessful authorization with incorrect credentials.

Expected result: status code 400 Bad Request.
","32","test_login_failure_invalid_credentials[invalid_login_and_pass_xfail]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","skipped","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Expected result: status code 400 Bad Request.
","25","test_login_malformed_payload[missing_password_xfail]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","skipped","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify unsuccessful authorization with incorrect credentials.

Expected result: status code 400 Bad Request.
","19","test_login_failure_invalid_credentials[invalid_login]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Expected result: status code 400 Bad Request.
","24","test_login_malformed_payload[bad_login_format_xfail]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify successful authorization with valid credentials.

Expected result: 200 OK status and a valid JWT token in the response.
","71","test_login_success","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify unsuccessful authorization with incorrect credentials.

Expected result: status code 400 Bad Request.
","120","test_login_failure_invalid_credentials[invalid_password]","tests.auth","Thu Apr 10 00:13:43 GMT 2025","passed","Thu Apr 10 00:13:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
