"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка добавления в избранное c моком.","5","Тест успешного добавления в избранное (c MockFactory)","tests.user","Tue May 06 09:53:15 GMT 2025","passed","Tue May 06 09:53:15 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","68","Тест получения деталей несуществующего запроса","tests.request","Tue May 06 09:53:14 GMT 2025","failed","Tue May 06 09:53:14 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","59","Тест получения списка избранного без аутентификации","tests.user","Tue May 06 09:53:15 GMT 2025","passed","Tue May 06 09:53:15 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","66","Тест внесения вклада в несуществующий запрос","tests.request","Tue May 06 09:53:14 GMT 2025","failed","Tue May 06 09:53:14 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка удаления несуществующего ID c моком 400.","3","Тест удаления несуществующего ID из избранного (c MockFactory)","tests.user","Tue May 06 09:53:15 GMT 2025","passed","Tue May 06 09:53:15 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","58","Тест успешного получения списка всех запросов помощи","tests.request","Tue May 06 09:53:13 GMT 2025","failed","Tue May 06 09:53:13 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","107","Тест успешной авторизации пользователя","tests.auth","Tue May 06 09:53:13 GMT 2025","passed","Tue May 06 09:53:13 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","53","Тест неуспешного входа: Отсутствует поле login","tests.auth","Tue May 06 09:53:13 GMT 2025","failed","Tue May 06 09:53:13 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","50","Тест неуспешного входа: Отсутствует поле password","tests.auth","Tue May 06 09:53:13 GMT 2025","failed","Tue May 06 09:53:13 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","104","Тест успешного получения деталей существующего запроса","tests.request","Tue May 06 09:53:14 GMT 2025","failed","Tue May 06 09:53:14 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем возможность внести вклад в существующий запрос.","52","Тест успешного внесения вклада в существующий запрос","tests.request","Tue May 06 09:53:14 GMT 2025","failed","Tue May 06 09:53:14 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка получения деталей существующего запроса c моком.","3","Тест успешного получения деталей существующего запроса (c MockFactory)","tests.request","Tue May 06 09:53:14 GMT 2025","passed","Tue May 06 09:53:14 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","76","Тест успешного получения списка избранного","tests.user","Tue May 06 09:53:15 GMT 2025","passed","Tue May 06 09:53:15 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверка обработки 500 ошибки при получении списка запросов.","4","Тест ошибки сервера при получении списка запросов (c MockFactory)","tests.request","Tue May 06 09:53:14 GMT 2025","passed","Tue May 06 09:53:14 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","38","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Tue May 06 09:53:12 GMT 2025","passed","Tue May 06 09:53:13 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","77","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue May 06 09:53:12 GMT 2025","passed","Tue May 06 09:53:12 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","37","Тест получения данных пользователя без аутентификации","tests.user","Tue May 06 09:53:15 GMT 2025","failed","Tue May 06 09:53:15 GMT 2025","TestUserAPI","test_user_api","",""
"Проверка успешного вклада c моком.","6","Тест успешного внесения вклада (c MockFactory)","tests.request","Tue May 06 09:53:14 GMT 2025","passed","Tue May 06 09:53:14 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
