"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","192","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Mon Apr 21 19:38:01 GMT 2025","passed","Mon Apr 21 19:38:01 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","75","Тест неуспешного входа: Неверный логин (c моком)","tests.auth","Mon Apr 21 19:38:02 GMT 2025","passed","Mon Apr 21 19:38:02 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем добавление запроса в избранное и  появление в списке.","47","Тест успешного добавления запроса в избранное","tests.user","Mon Apr 21 19:38:04 GMT 2025","failed","Mon Apr 21 19:38:04 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","56","Тест неуспешного входа: Отсутствует поле password","tests.auth","Mon Apr 21 19:38:02 GMT 2025","failed","Mon Apr 21 19:38:02 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","55","Тест успешного получения списка всех запросов помощи","tests.request","Mon Apr 21 19:38:03 GMT 2025","failed","Mon Apr 21 19:38:03 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","24","Тест получения списка избранного без аутентификации","tests.user","Mon Apr 21 19:38:04 GMT 2025","passed","Mon Apr 21 19:38:04 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","55","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Mon Apr 21 19:38:01 GMT 2025","failed","Mon Apr 21 19:38:01 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","66","Тест получения деталей несуществующего запроса","tests.request","Mon Apr 21 19:38:03 GMT 2025","failed","Mon Apr 21 19:38:03 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ответа 400 (мок) при: Неверные логин и пароль","53","Тест неуспешного входа: Неверные логин и пароль (c моком)","tests.auth","Mon Apr 21 19:38:02 GMT 2025","passed","Mon Apr 21 19:38:03 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","39","Тест удаления несуществующего ID из избранного","tests.user","Mon Apr 21 19:38:04 GMT 2025","failed","Mon Apr 21 19:38:04 GMT 2025","TestUserAPI","test_user_api","",""
