"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","54","Тест успешного получения списка всех запросов помощи","tests.request","Tue Apr 22 05:04:26 GMT 2025","failed","Tue Apr 22 05:04:26 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","51","Тест удаления из избранного без аутентификации","tests.user","Tue Apr 22 05:04:27 GMT 2025","failed","Tue Apr 22 05:04:27 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","52","Тест получения деталей запроса c некорректным ID","tests.request","Tue Apr 22 05:04:26 GMT 2025","failed","Tue Apr 22 05:04:26 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем возможность внести вклад в существующий запрос.","56","Тест успешного внесения вклада в существующий запрос","tests.request","Tue Apr 22 05:04:27 GMT 2025","failed","Tue Apr 22 05:04:27 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","52","Тест успешного получения списка избранного","tests.user","Tue Apr 22 05:04:27 GMT 2025","passed","Tue Apr 22 05:04:27 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение данных профиля для аутентифицированного пользователя.","51","Тест успешного получения данных пользователя","tests.user","Tue Apr 22 05:04:27 GMT 2025","failed","Tue Apr 22 05:04:27 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","64","Тест неуспешного входа: Отсутствует поле login","tests.auth","Tue Apr 22 05:04:25 GMT 2025","failed","Tue Apr 22 05:04:25 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","75","Тест внесения вклада в несуществующий запрос","tests.request","Tue Apr 22 05:04:27 GMT 2025","failed","Tue Apr 22 05:04:27 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","36","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Tue Apr 22 05:04:25 GMT 2025","passed","Tue Apr 22 05:04:25 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем добавление запроса в избранное и  появление в списке.","39","Тест успешного добавления запроса в избранное","tests.user","Tue Apr 22 05:04:28 GMT 2025","failed","Tue Apr 22 05:04:28 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","103","Тест успешной авторизации пользователя (c моком)","tests.auth","Tue Apr 22 05:04:25 GMT 2025","passed","Tue Apr 22 05:04:25 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Tue Apr 22 05:04:27 GMT 2025","skipped","Tue Apr 22 05:04:27 GMT 2025","TestUserAPI","test_user_api","",""
