"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","56","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Wed Apr 30 23:03:06 GMT 2025","failed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем возможность внести вклад в существующий запрос.","62","Тест успешного внесения вклада в существующий запрос","tests.request","Wed Apr 30 23:03:07 GMT 2025","failed","Wed Apr 30 23:03:07 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","47","Тест удаления из избранного без аутентификации","tests.user","Wed Apr 30 23:03:08 GMT 2025","failed","Wed Apr 30 23:03:08 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","56","Тест успешного получения списка всех запросов помощи","tests.request","Wed Apr 30 23:03:06 GMT 2025","failed","Wed Apr 30 23:03:06 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","56","Тест внесения вклада в несуществующий запрос","tests.request","Wed Apr 30 23:03:08 GMT 2025","failed","Wed Apr 30 23:03:08 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Wed Apr 30 23:03:07 GMT 2025","skipped","Wed Apr 30 23:03:07 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","47","Тест успешного получения списка избранного","tests.user","Wed Apr 30 23:03:08 GMT 2025","passed","Wed Apr 30 23:03:08 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","108","Тест успешной авторизации пользователя","tests.auth","Wed Apr 30 23:03:06 GMT 2025","passed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","40","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Wed Apr 30 23:03:06 GMT 2025","passed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","53","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Wed Apr 30 23:03:06 GMT 2025","failed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","53","Тест неуспешного входа: Отсутствует поле password","tests.auth","Wed Apr 30 23:03:06 GMT 2025","failed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","44","Тест удаления несуществующего ID из избранного","tests.user","Wed Apr 30 23:03:08 GMT 2025","failed","Wed Apr 30 23:03:08 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","4","Тест успешной авторизации пользователя (c MockFactory)","tests.auth","Wed Apr 30 23:03:06 GMT 2025","passed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","54","Тест получения деталей запроса c некорректным ID","tests.request","Wed Apr 30 23:03:07 GMT 2025","failed","Wed Apr 30 23:03:07 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","36","Тест получения списка избранного без аутентификации","tests.user","Wed Apr 30 23:03:07 GMT 2025","passed","Wed Apr 30 23:03:07 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","68","Тест неуспешного входа: Пустое тело запроса","tests.auth","Wed Apr 30 23:03:06 GMT 2025","failed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","52","Тест неуспешного входа: Отсутствует поле login","tests.auth","Wed Apr 30 23:03:06 GMT 2025","failed","Wed Apr 30 23:03:06 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","71","Тест получения деталей несуществующего запроса","tests.request","Wed Apr 30 23:03:07 GMT 2025","failed","Wed Apr 30 23:03:07 GMT 2025","TestRequestAPI","test_request_api","",""
