"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем возможность внести вклад в существующий запрос.","77","Тест успешного внесения вклада в существующий запрос","tests.request","Tue Apr 22 04:50:11 GMT 2025","failed","Tue Apr 22 04:50:11 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","76","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Tue Apr 22 04:50:10 GMT 2025","failed","Tue Apr 22 04:50:10 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","39","Тест получения списка избранного без аутентификации","tests.user","Tue Apr 22 04:50:12 GMT 2025","passed","Tue Apr 22 04:50:12 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","53","Тест успешного получения списка всех запросов помощи","tests.request","Tue Apr 22 04:50:11 GMT 2025","failed","Tue Apr 22 04:50:11 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","53","Тест получения деталей запроса c некорректным ID","tests.request","Tue Apr 22 04:50:11 GMT 2025","failed","Tue Apr 22 04:50:11 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","94","Тест неуспешного входа: Отсутствует поле password","tests.auth","Tue Apr 22 04:50:10 GMT 2025","failed","Tue Apr 22 04:50:10 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный пароль","80","Тест неуспешного входа: Неверный пароль (c моком)","tests.auth","Tue Apr 22 04:50:10 GMT 2025","passed","Tue Apr 22 04:50:10 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","111","Тест успешной авторизации пользователя (c моком)","tests.auth","Tue Apr 22 04:50:10 GMT 2025","passed","Tue Apr 22 04:50:10 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","105","Тест успешной авторизации пользователя","tests.auth","Tue Apr 22 04:50:09 GMT 2025","passed","Tue Apr 22 04:50:09 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","194","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue Apr 22 04:50:09 GMT 2025","passed","Tue Apr 22 04:50:09 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
