"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","83","Тест получения деталей запроса c некорректным ID","tests.request","Thu May 08 20:50:23 GMT 2025","failed","Thu May 08 20:50:24 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Thu May 08 20:50:24 GMT 2025","skipped","Thu May 08 20:50:24 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем ответ 500 при имитации серверной ошибки.","3","Тест серверной ошибки при авторизации (c MockFactory)","tests.auth","Thu May 08 20:50:22 GMT 2025","passed","Thu May 08 20:50:22 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","53","Тест неуспешного входа: Отсутствует поле login","tests.auth","Thu May 08 20:50:22 GMT 2025","failed","Thu May 08 20:50:22 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","60","Тест успешного получения списка всех запросов помощи","tests.request","Thu May 08 20:50:23 GMT 2025","failed","Thu May 08 20:50:23 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка успешного вклада c моком.","8","Тест успешного внесения вклада (c MockFactory)","tests.request","Thu May 08 20:50:23 GMT 2025","passed","Thu May 08 20:50:23 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверка получения 401 при удалении из избранного без аутентификации.","3","Тест удаления из избранного без аутентификации (c MockFactory)","tests.user","Thu May 08 20:50:24 GMT 2025","passed","Thu May 08 20:50:24 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка удаления несуществующего ID c моком 400.","3","Тест удаления несуществующего ID из избранного (c MockFactory)","tests.user","Thu May 08 20:50:24 GMT 2025","passed","Thu May 08 20:50:24 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка получения списка запросов c моком.","12","Тест успешного получения списка всех запросов (c MockFactory)","tests.request","Thu May 08 20:50:24 GMT 2025","passed","Thu May 08 20:50:24 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","4","Тест неуспешного входа: Неверный логин (c MockFactory)","tests.auth","Thu May 08 20:50:22 GMT 2025","passed","Thu May 08 20:50:22 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","53","Тест внесения вклада в несуществующий запрос","tests.request","Thu May 08 20:50:23 GMT 2025","failed","Thu May 08 20:50:23 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка успешного удаления из избранного c моком.","2","Тест успешного удаления из избранного (c MockFactory)","tests.user","Thu May 08 20:50:25 GMT 2025","passed","Thu May 08 20:50:25 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","39","Тест получения списка избранного без аутентификации","tests.user","Thu May 08 20:50:25 GMT 2025","passed","Thu May 08 20:50:25 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","58","Тест удаления из избранного без аутентификации","tests.user","Thu May 08 20:50:25 GMT 2025","failed","Thu May 08 20:50:25 GMT 2025","TestUserAPI","test_user_api","",""
"Проверка обработки 500 ошибки при получении списка запросов.","5","Тест ошибки сервера при получении списка запросов (c MockFactory)","tests.request","Thu May 08 20:50:23 GMT 2025","passed","Thu May 08 20:50:23 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","73","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Thu May 08 20:50:23 GMT 2025","failed","Thu May 08 20:50:23 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","99","Тест получения деталей несуществующего запроса","tests.request","Thu May 08 20:50:24 GMT 2025","failed","Thu May 08 20:50:24 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение и валидацию данных профиля при мокированном ответе API.","4","Тест успешного получения данных пользователя (c MockFactory)","tests.user","Thu May 08 20:50:24 GMT 2025","passed","Thu May 08 20:50:24 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка получения деталей существующего запроса c моком.","4","Тест успешного получения деталей существующего запроса (c MockFactory)","tests.request","Thu May 08 20:50:23 GMT 2025","passed","Thu May 08 20:50:23 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем добавление запроса в избранное и  появление в списке.","41","Тест успешного добавления запроса в избранное","tests.user","Thu May 08 20:50:25 GMT 2025","failed","Thu May 08 20:50:25 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверка получения 404 при вкладе в несуществующий запрос c моком.","4","Тест внесения вклада в несуществующий запрос (c MockFactory)","tests.request","Thu May 08 20:50:23 GMT 2025","passed","Thu May 08 20:50:23 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","63","Тест получения данных пользователя без аутентификации","tests.user","Thu May 08 20:50:25 GMT 2025","failed","Thu May 08 20:50:25 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный пароль","4","Тест неуспешного входа: Неверный пароль (c MockFactory)","tests.auth","Thu May 08 20:50:22 GMT 2025","passed","Thu May 08 20:50:22 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, неверный пароль","166","Тест неуспешного входа: Неверный логин, неверный пароль","tests.auth","Thu May 08 20:50:22 GMT 2025","passed","Thu May 08 20:50:22 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение данных профиля для аутентифицированного пользователя.","42","Тест успешного получения данных пользователя","tests.user","Thu May 08 20:50:24 GMT 2025","failed","Thu May 08 20:50:24 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","56","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Thu May 08 20:50:23 GMT 2025","failed","Thu May 08 20:50:23 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверные логин и пароль","3","Тест неуспешного входа: Неверные логин и пароль (c MockFactory)","tests.auth","Thu May 08 20:50:22 GMT 2025","passed","Thu May 08 20:50:22 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","71","Тест неуспешного входа: Пустое тело запроса","tests.auth","Thu May 08 20:50:23 GMT 2025","failed","Thu May 08 20:50:23 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
