"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка получения списка запросов c моком.","3","Тест успешного получения списка всех запросов (c MockFactory)","tests.request","Thu Sep 18 21:40:43 GMT 2025","passed","Thu Sep 18 21:40:43 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем ответ 500 при имитации серверной ошибки.","3","Тест серверной ошибки при авторизации (c MockFactory)","tests.auth","Thu Sep 18 21:40:43 GMT 2025","passed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверка успешного вклада c моком.","5","Тест успешного внесения вклада (c MockFactory)","tests.request","Thu Sep 18 21:40:43 GMT 2025","passed","Thu Sep 18 21:40:43 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","55","Тест получения списка избранного без аутентификации","tests.user","Thu Sep 18 21:40:44 GMT 2025","passed","Thu Sep 18 21:40:44 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем добавление запроса в избранное и  появление в списке.","16","Тест успешного добавления запроса в избранное","tests.user","Thu Sep 18 21:40:44 GMT 2025","failed","Thu Sep 18 21:40:44 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","3","Тест успешной авторизации пользователя (c MockFactory)","tests.auth","Thu Sep 18 21:40:43 GMT 2025","passed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","23","Тест неуспешного входа: Пустое тело запроса","tests.auth","Thu Sep 18 21:40:43 GMT 2025","failed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","21","Тест успешного получения деталей существующего запроса","tests.request","Thu Sep 18 21:40:43 GMT 2025","failed","Thu Sep 18 21:40:43 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","22","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Thu Sep 18 21:40:43 GMT 2025","failed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","25","Тест получения деталей несуществующего запроса","tests.request","Thu Sep 18 21:40:43 GMT 2025","failed","Thu Sep 18 21:40:44 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","55","Тест удаления из избранного без аутентификации","tests.user","Thu Sep 18 21:40:44 GMT 2025","failed","Thu Sep 18 21:40:44 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","45","Тест успешного получения списка избранного","tests.user","Thu Sep 18 21:40:44 GMT 2025","passed","Thu Sep 18 21:40:44 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","157","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Thu Sep 18 21:40:42 GMT 2025","passed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверка получения 404 при вкладе в несуществующий запрос c моком.","4","Тест внесения вклада в несуществующий запрос (c MockFactory)","tests.request","Thu Sep 18 21:40:44 GMT 2025","passed","Thu Sep 18 21:40:44 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","18","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Thu Sep 18 21:40:43 GMT 2025","passed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение и валидацию данных профиля при мокированном ответе API.","10","Тест успешного получения данных пользователя (c MockFactory)","tests.user","Thu Sep 18 21:40:44 GMT 2025","passed","Thu Sep 18 21:40:44 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка получения 401 при запросе избранного без аутентификации.","3","Тест получения списка избранного без аутентификации (c MockFactory)","tests.user","Thu Sep 18 21:40:44 GMT 2025","passed","Thu Sep 18 21:40:44 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Thu Sep 18 21:40:44 GMT 2025","skipped","Thu Sep 18 21:40:44 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","16","Тест неуспешного входа: Отсутствует поле login","tests.auth","Thu Sep 18 21:40:43 GMT 2025","failed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","11","Тест неуспешного входа: Отсутствует поле password","tests.auth","Thu Sep 18 21:40:43 GMT 2025","failed","Thu Sep 18 21:40:43 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
