"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем ответ 500 при имитации серверной ошибки.","6","Тест серверной ошибки при авторизации (c MockFactory)","tests.auth","Tue May 06 10:02:37 GMT 2025","passed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверка получения 401 при запросе избранного без аутентификации.","3","Тест получения списка избранного без аутентификации (c MockFactory)","tests.user","Tue May 06 10:02:39 GMT 2025","passed","Tue May 06 10:02:39 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","49","Тест неуспешного входа: Отсутствует поле login","tests.auth","Tue May 06 10:02:37 GMT 2025","failed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверка получения 401 при добавлении в избранное без аутентификации.","5","Тест добавления в избранное без аутентификации (c MockFactory)","tests.user","Tue May 06 10:02:39 GMT 2025","passed","Tue May 06 10:02:39 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","51","Тест удаления несуществующего ID из избранного","tests.user","Tue May 06 10:02:39 GMT 2025","failed","Tue May 06 10:02:40 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный пароль","4","Тест неуспешного входа: Неверный пароль (c MockFactory)","tests.auth","Tue May 06 10:02:37 GMT 2025","passed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверка успешного вклада c моком.","7","Тест успешного внесения вклада (c MockFactory)","tests.request","Tue May 06 10:02:38 GMT 2025","passed","Tue May 06 10:02:38 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверка получения списка запросов c моком.","12","Тест успешного получения списка всех запросов (c MockFactory)","tests.request","Tue May 06 10:02:38 GMT 2025","passed","Tue May 06 10:02:38 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","70","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue May 06 10:02:37 GMT 2025","passed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверка успешного удаления из избранного c моком.","3","Тест успешного удаления из избранного (c MockFactory)","tests.user","Tue May 06 10:02:40 GMT 2025","passed","Tue May 06 10:02:40 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка получения списка избранного c моком.","3","Тест успешного получения списка избранного (c MockFactory)","tests.user","Tue May 06 10:02:39 GMT 2025","passed","Tue May 06 10:02:39 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","98","Тест удаления из избранного без аутентификации","tests.user","Tue May 06 10:02:39 GMT 2025","failed","Tue May 06 10:02:39 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","3","Тест неуспешного входа: Неверный логин (c MockFactory)","tests.auth","Tue May 06 10:02:37 GMT 2025","passed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","46","Тест получения деталей запроса c некорректным ID","tests.request","Tue May 06 10:02:38 GMT 2025","failed","Tue May 06 10:02:38 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","76","Тест внесения вклада в несуществующий запрос","tests.request","Tue May 06 10:02:38 GMT 2025","failed","Tue May 06 10:02:38 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 403.","54","Тест получения списка избранного без аутентификации","tests.user","Tue May 06 10:02:39 GMT 2025","passed","Tue May 06 10:02:39 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","57","Тест успешного получения деталей существующего запроса","tests.request","Tue May 06 10:02:38 GMT 2025","failed","Tue May 06 10:02:38 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем добавление запроса в избранное и  появление в списке.","43","Тест успешного добавления запроса в избранное","tests.user","Tue May 06 10:02:40 GMT 2025","failed","Tue May 06 10:02:40 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем обработку ответа 401 при мокированном ответе API.","4","Тест получения данных пользователя без аутентификации (c моком 401)","tests.user","Tue May 06 10:02:39 GMT 2025","passed","Tue May 06 10:02:39 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","60","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Tue May 06 10:02:37 GMT 2025","failed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверка получения 404 при вкладе в несуществующий запрос c моком.","5","Тест внесения вклада в несуществующий запрос (c MockFactory)","tests.request","Tue May 06 10:02:38 GMT 2025","passed","Tue May 06 10:02:38 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение и валидацию данных профиля при мокированном ответе API.","4","Тест успешного получения данных пользователя (c MockFactory)","tests.user","Tue May 06 10:02:39 GMT 2025","passed","Tue May 06 10:02:39 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка получения 404 для несуществующего запроса c моком.","3","Тест получения деталей несуществующего запроса (c MockFactory)","tests.request","Tue May 06 10:02:38 GMT 2025","passed","Tue May 06 10:02:38 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем, что при валидных учетных данных возвращается статус 200 и JWT токен.","115","Тест успешной авторизации пользователя","tests.auth","Tue May 06 10:02:38 GMT 2025","passed","Tue May 06 10:02:38 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение данных профиля для аутентифицированного пользователя.","102","Тест успешного получения данных пользователя","tests.user","Tue May 06 10:02:39 GMT 2025","failed","Tue May 06 10:02:39 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","54","Тест неуспешного входа: Отсутствует поле password","tests.auth","Tue May 06 10:02:37 GMT 2025","failed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","44","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Tue May 06 10:02:37 GMT 2025","passed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","53","Тест неуспешного входа: Пустое тело запроса","tests.auth","Tue May 06 10:02:37 GMT 2025","failed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","56","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Tue May 06 10:02:37 GMT 2025","failed","Tue May 06 10:02:37 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
