"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем получение ответа 400 (мок) при: Неверный пароль","4","Тест неуспешного входа: Неверный пароль (c MockFactory)","tests.auth","Mon May 05 22:20:18 GMT 2025","passed","Mon May 05 22:20:18 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем добавление запроса в избранное и  появление в списке.","43","Тест успешного добавления запроса в избранное","tests.user","Mon May 05 22:20:21 GMT 2025","failed","Mon May 05 22:20:21 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, неверный пароль","41","Тест неуспешного входа: Неверный логин, неверный пароль","tests.auth","Mon May 05 22:20:18 GMT 2025","passed","Mon May 05 22:20:18 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверные логин и пароль","2","Тест неуспешного входа: Неверные логин и пароль (c MockFactory)","tests.auth","Mon May 05 22:20:18 GMT 2025","passed","Mon May 05 22:20:18 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем получение и валидацию данных профиля при мокированном ответе API.","4","Тест успешного получения данных пользователя (c MockFactory)","tests.user","Mon May 05 22:20:20 GMT 2025","passed","Mon May 05 22:20:20 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","56","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Mon May 05 22:20:18 GMT 2025","failed","Mon May 05 22:20:18 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","31","Тест получения данных пользователя без аутентификации","tests.user","Mon May 05 22:20:21 GMT 2025","failed","Mon May 05 22:20:21 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","56","Тест успешного получения деталей существующего запроса","tests.request","Mon May 05 22:20:19 GMT 2025","failed","Mon May 05 22:20:19 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка обработки 500 ошибки при получении списка запросов.","3","Тест ошибки сервера при получении списка запросов (c MockFactory)","tests.request","Mon May 05 22:20:19 GMT 2025","passed","Mon May 05 22:20:19 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверка получения деталей существующего запроса c моком.","4","Тест успешного получения деталей существующего запроса (c MockFactory)","tests.request","Mon May 05 22:20:20 GMT 2025","passed","Mon May 05 22:20:20 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
