"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка получения 404 при вкладе в несуществующий запрос c моком.","2","Тест внесения вклада в несуществующий запрос (c MockFactory)","tests.request","Tue May 06 19:21:54 GMT 2025","passed","Tue May 06 19:21:54 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверка удаления несуществующего ID c моком 400.","4","Тест удаления несуществующего ID из избранного (c MockFactory)","tests.user","Tue May 06 19:21:54 GMT 2025","passed","Tue May 06 19:21:54 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка успешного удаления из избранного c моком.","3","Тест успешного удаления из избранного (c MockFactory)","tests.user","Tue May 06 19:21:54 GMT 2025","passed","Tue May 06 19:21:54 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","54","Тест успешного получения списка всех запросов помощи","tests.request","Tue May 06 19:21:54 GMT 2025","failed","Tue May 06 19:21:54 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем ответ 500 при имитации серверной ошибки.","11","Тест серверной ошибки при авторизации (c MockFactory)","tests.auth","Tue May 06 19:21:53 GMT 2025","passed","Tue May 06 19:21:53 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверка получения деталей существующего запроса c моком.","4","Тест успешного получения деталей существующего запроса (c MockFactory)","tests.request","Tue May 06 19:21:54 GMT 2025","passed","Tue May 06 19:21:54 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","37","Тест получения деталей несуществующего запроса","tests.request","Tue May 06 19:21:54 GMT 2025","failed","Tue May 06 19:21:54 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","41","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Tue May 06 19:21:52 GMT 2025","passed","Tue May 06 19:21:52 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверка получения списка избранного c моком.","4","Тест успешного получения списка избранного (c MockFactory)","tests.user","Tue May 06 19:21:54 GMT 2025","passed","Tue May 06 19:21:54 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле login","56","Тест неуспешного входа: Отсутствует поле login","tests.auth","Tue May 06 19:21:53 GMT 2025","failed","Tue May 06 19:21:53 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Tue May 06 19:21:54 GMT 2025","skipped","Tue May 06 19:21:54 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что неавторизованный пользователь получает ошибку 401.","41","Тест получения данных пользователя без аутентификации","tests.user","Tue May 06 19:21:55 GMT 2025","failed","Tue May 06 19:21:55 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","183","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue May 06 19:21:52 GMT 2025","passed","Tue May 06 19:21:52 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","3","Тест неуспешного входа: Неверный логин (c MockFactory)","tests.auth","Tue May 06 19:21:53 GMT 2025","passed","Tue May 06 19:21:53 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","58","Тест получения деталей запроса c некорректным ID","tests.request","Tue May 06 19:21:53 GMT 2025","failed","Tue May 06 19:21:53 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка получения списка запросов c моком.","4","Тест успешного получения списка всех запросов (c MockFactory)","tests.request","Tue May 06 19:21:54 GMT 2025","passed","Tue May 06 19:21:54 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
