"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Verify API behavior with malformed payload.

Ожидаемый результат: код состояния 400 Bad Request.
","24","test_login_malformed_payload[missing_login_400]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Ожидаемый результат: код состояния 400 Bad Request.
","24","test_login_malformed_payload[empty_pass_str_xfail]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","skipped","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Ожидаемый результат: код состояния 400 Bad Request.
","24","test_login_malformed_payload[bad_login_format_xfail]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify unsuccessful authorization with incorrect credentials.

Expected result: status code 400 Bad Request.
","32","test_login_failure_invalid_credentials[invalid_login_and_pass_xfail]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","skipped","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Проверка успешного получения списка избранного для аутентифицированного пользователя.

Ожидаемый результат: статус 200 и список строк (возможно, пустой).
","22","test_get_favourites_success","tests.user","Sat Apr 12 01:07:41 GMT 2025","failed","Sat Apr 12 01:07:41 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"
Verify unsuccessful authorization with incorrect credentials.

Expected result: status code 400 Bad Request.
","21","test_login_failure_invalid_credentials[invalid_login]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Ожидаемый результат: код состояния 400 Bad Request.
","27","test_login_malformed_payload[empty_login_str_400]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Ожидаемый результат: код состояния 400 Bad Request.
","26","test_login_malformed_payload[missing_password_xfail]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","skipped","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Проверка получения списка избранного без аутентификации.

Ожидаемый результат: статус 403 Unauthorized.
","16","test_get_favourites_unauthorized","tests.user","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"
Убедитесь в успешной авторизации c помощью действительных учетных данных.

Ожидаемый результат: статус 200 OK и действительный JWT-токен в ответе.
","70","test_login_success","tests.auth","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify unsuccessful authorization with incorrect credentials.

Expected result: status code 400 Bad Request.
","120","test_login_failure_invalid_credentials[invalid_password]","tests.auth","Sat Apr 12 01:07:40 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"
Verify API behavior with malformed payload.

Ожидаемый результат: код состояния 400 Bad Request.
","23","test_login_malformed_payload[empty_payload_400]","tests.auth","Sat Apr 12 01:07:41 GMT 2025","passed","Sat Apr 12 01:07:41 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
