"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем получение списка избранного для аутентифицированного пользователя.","51","Тест успешного получения списка избранного","tests.user","Tue Apr 22 02:20:28 GMT 2025","passed","Tue Apr 22 02:20:29 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Неверный логин, корректный пароль","40","Тест неуспешного входа: Неверный логин, корректный пароль","tests.auth","Tue Apr 22 02:20:26 GMT 2025","passed","Tue Apr 22 02:20:26 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","69","Тест получения деталей несуществующего запроса","tests.request","Tue Apr 22 02:20:28 GMT 2025","failed","Tue Apr 22 02:20:28 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","51","Тест внесения вклада в несуществующий запрос","tests.request","Tue Apr 22 02:20:28 GMT 2025","failed","Tue Apr 22 02:20:28 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","53","Тест успешного получения списка всех запросов помощи","tests.request","Tue Apr 22 02:20:27 GMT 2025","failed","Tue Apr 22 02:20:27 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","94","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Tue Apr 22 02:20:27 GMT 2025","failed","Tue Apr 22 02:20:27 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Отсутствует поле password","50","Тест неуспешного входа: Отсутствует поле password","tests.auth","Tue Apr 22 02:20:26 GMT 2025","failed","Tue Apr 22 02:20:26 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем добавление запроса в избранное и  появление в списке.","38","Тест успешного добавления запроса в избранное","tests.user","Tue Apr 22 02:20:29 GMT 2025","failed","Tue Apr 22 02:20:29 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","54","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Tue Apr 22 02:20:26 GMT 2025","failed","Tue Apr 22 02:20:26 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при попытке входа c: Корректный логин, неверный пароль","185","Тест неуспешного входа: Корректный логин, неверный пароль","tests.auth","Tue Apr 22 02:20:25 GMT 2025","passed","Tue Apr 22 02:20:26 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","67","Тест неуспешного входа: Пустое тело запроса","tests.auth","Tue Apr 22 02:20:26 GMT 2025","failed","Tue Apr 22 02:20:27 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","53","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Tue Apr 22 02:20:26 GMT 2025","failed","Tue Apr 22 02:20:26 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","67","Тест получения деталей запроса c некорректным ID","tests.request","Tue Apr 22 02:20:28 GMT 2025","failed","Tue Apr 22 02:20:28 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем успешный ответ и валидацию токена при мокированном ответе API.","162","Тест успешной авторизации пользователя (c моком)","tests.auth","Tue Apr 22 02:20:26 GMT 2025","passed","Tue Apr 22 02:20:27 GMT 2025","TestAuthenticationAPIMocked","test_auth_api_mocked","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","40","Тест удаления несуществующего ID из избранного","tests.user","Tue Apr 22 02:20:29 GMT 2025","failed","Tue Apr 22 02:20:29 GMT 2025","TestUserAPI","test_user_api","",""
