"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяем удаление ранее добавленного элемента из избранного.","0","Тест успешного удаления запроса из избранного","tests.user","Mon May 05 22:17:04 GMT 2025","skipped","Mon May 05 22:17:04 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустое тело запроса","22","Тест неуспешного входа: Пустое тело запроса","tests.auth","Mon May 05 22:17:03 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","24","Тест успешного получения деталей существующего запроса","tests.request","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение ошибки 400 при запросе деталей c ID, должен быть отклонен сервером.","23","Тест получения деталей запроса c некорректным ID","tests.request","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","24","Тест успешного получения списка всех запросов помощи","tests.request","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","34","Тест удаления несуществующего ID из избранного","tests.user","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestUserAPI","test_user_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","23","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при запросе деталей по несуществующему ID.","30","Тест получения деталей несуществующего запроса","tests.request","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","29","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","23","Тест внесения вклада в несуществующий запрос","tests.request","Mon May 05 22:17:04 GMT 2025","failed","Mon May 05 22:17:04 GMT 2025","TestRequestAPI","test_request_api","",""
