"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка получения деталей существующего запроса c моком.","4","Тест успешного получения деталей существующего запроса (c MockFactory)","tests.request","Sun May 04 21:35:12 GMT 2025","passed","Sun May 04 21:35:12 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение деталей запроса по существующему ID и валидируем поля.","59","Тест успешного получения деталей существующего запроса","tests.request","Sun May 04 21:35:12 GMT 2025","failed","Sun May 04 21:35:12 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка получения 404 для несуществующего запроса c моком.","3","Тест получения деталей несуществующего запроса (c MockFactory)","tests.request","Sun May 04 21:35:12 GMT 2025","passed","Sun May 04 21:35:12 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение ответа 400 (мок) при: Неверный логин","3","Тест неуспешного входа: Неверный логин (c MockFactory)","tests.auth","Sun May 04 21:35:11 GMT 2025","passed","Sun May 04 21:35:11 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем, что при попытке удалить несуществующий ID возвращается ошибка 400.","74","Тест удаления несуществующего ID из избранного","tests.user","Sun May 04 21:35:13 GMT 2025","failed","Sun May 04 21:35:13 GMT 2025","TestUserAPI","test_user_api","",""
"Проверка получения списка запросов c моком.","14","Тест успешного получения списка всех запросов (c MockFactory)","tests.request","Sun May 04 21:35:12 GMT 2025","passed","Sun May 04 21:35:12 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем получение ошибки 404 при попытке внести вклад в несуществующий запрос.","55","Тест внесения вклада в несуществующий запрос","tests.request","Sun May 04 21:35:12 GMT 2025","failed","Sun May 04 21:35:12 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверка успешного удаления из избранного c моком.","4","Тест успешного удаления из избранного (c MockFactory)","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка удаления несуществующего ID c моком 400.","3","Тест удаления несуществующего ID из избранного (c MockFactory)","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем получение списка избранного для аутентифицированного пользователя.","54","Тест успешного получения списка избранного","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверка успешного вклада c моком.","6","Тест успешного внесения вклада (c MockFactory)","tests.request","Sun May 04 21:35:12 GMT 2025","passed","Sun May 04 21:35:12 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверяем добавление запроса в избранное и  появление в списке.","38","Тест успешного добавления запроса в избранное","tests.user","Sun May 04 21:35:14 GMT 2025","failed","Sun May 04 21:35:14 GMT 2025","TestUserFavouritesAPI","test_user_favourites_api","",""
"Проверяем получение данных профиля для аутентифицированного пользователя.","42","Тест успешного получения данных пользователя","tests.user","Sun May 04 21:35:13 GMT 2025","failed","Sun May 04 21:35:13 GMT 2025","TestUserAPI","test_user_api","",""
"Проверка получения списка избранного c моком.","3","Тест успешного получения списка избранного (c MockFactory)","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем получение ответа 400 (мок) при: Неверные логин и пароль","3","Тест неуспешного входа: Неверные логин и пароль (c MockFactory)","tests.auth","Sun May 04 21:35:11 GMT 2025","passed","Sun May 04 21:35:11 GMT 2025","TestAuthenticationMockedFactory","test_auth_mocked","",""
"Проверяем возможность внести вклад в существующий запрос.","51","Тест успешного внесения вклада в существующий запрос","tests.request","Sun May 04 21:35:13 GMT 2025","failed","Sun May 04 21:35:13 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле login","39","Тест неуспешного входа: Пустая строка в поле login","tests.auth","Sun May 04 21:35:11 GMT 2025","failed","Sun May 04 21:35:11 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверяем получение списка всех запросов, ожидаем статус 200 и массив данных.","59","Тест успешного получения списка всех запросов помощи","tests.request","Sun May 04 21:35:12 GMT 2025","failed","Sun May 04 21:35:12 GMT 2025","TestRequestAPI","test_request_api","",""
"Проверяем получение и валидацию данных профиля при мокированном ответе API.","4","Тест успешного получения данных пользователя (c MockFactory)","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверка обработки 500 ошибки при получении списка запросов.","4","Тест ошибки сервера при получении списка запросов (c MockFactory)","tests.request","Sun May 04 21:35:12 GMT 2025","passed","Sun May 04 21:35:12 GMT 2025","TestRequestAPIMockedFactory","test_request_api_mocked","",""
"Проверка получения 401 при удалении из избранного без аутентификации.","4","Тест удаления из избранного без аутентификации (c MockFactory)","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserAPIMockedFactory","test_user_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Пустая строка в поле password","56","Тест неуспешного входа: Пустая строка в поле password","tests.auth","Sun May 04 21:35:11 GMT 2025","failed","Sun May 04 21:35:11 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
"Проверка добавления в избранное c моком.","3","Тест успешного добавления в избранное (c MockFactory)","tests.user","Sun May 04 21:35:13 GMT 2025","passed","Sun May 04 21:35:13 GMT 2025","TestUserFavouritesAPIMockedFactory","test_user_favourites_api_mocked","",""
"Проверяем, что API возвращает 400 при отправке некорректного тела: Некорректный формат login (не email)","71","Тест неуспешного входа: Некорректный формат login (не email)","tests.auth","Sun May 04 21:35:12 GMT 2025","failed","Sun May 04 21:35:12 GMT 2025","TestAuthenticationAPI","test_auth_api","",""
